SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead
1299,SH000458,10.12.2019,01:00:00,352,41.2,708.8,0
1300,SH000458,10.12.2019,01:30:00,347.2,39.6,699.2,0
1301,SH000458,10.12.2019,02:00:00,347.2,40,699.2,0
1302,SH000458,10.12.2019,02:30:00,347.6,40.4,700,0
1303,SH000458,10.12.2019,03:00:00,348,40.8,700.8,0
1304,SH000458,10.12.2019,03:30:00,347.6,40.8,700,0
1305,SH000458,10.12.2019,04:00:00,345.2,40.4,695.2,0
1306,SH000458,10.12.2019,04:30:00,347.2,40.8,699.2,0
1307,SH000458,10.12.2019,05:00:00,349.2,41.2,703.2,0
1308,SH000458,10.12.2019,05:30:00,347.6,40,699.2,0
1309,SH000458,10.12.2019,06:00:00,347.6,39.2,699.2,0
1310,SH000458,10.12.2019,06:30:00,347.6,38.4,700,0
1311,SH000458,10.12.2019,07:00:00,347.2,39.6,698.4,0
1312,SH000458,10.12.2019,07:30:00,351.6,41.2,708,0
1313,SH000458,10.12.2019,08:00:00,348,40,700.8,0
1314,SH000458,10.12.2019,08:30:00,353.2,40.8,711.2,0
1315,SH000458,10.12.2019,09:00:00,352.8,40.4,710.4,0
1316,SH000458,10.12.2019,09:30:00,357.2,41.6,719.2,0
1317,SH000458,10.12.2019,10:00:00,349.6,39.6,704,0
1318,SH000458,10.12.2019,10:30:00,353.6,40.4,712,0
1319,SH000458,10.12.2019,11:00:00,328.4,23.2,660,0
1320,SH000458,10.12.2019,11:30:00,299.2,1.6,598.4,0
1321,SH000458,10.12.2019,12:00:00,300.8,1.6,601.6,0
1322,SH000458,10.12.2019,12:30:00,299.6,1.6,599.2,0
1323,SH000458,10.12.2019,13:00:00,300,1.6,600,0
1324,SH000458,10.12.2019,13:30:00,299.6,1.6,599.2,0
1325,SH000458,10.12.2019,14:00:00,299.6,1.6,599.2,0
1326,SH000458,10.12.2019,14:30:00,299.6,1.6,599.2,0
1327,SH000458,10.12.2019,15:00:00,301.6,2,603.2,0
1328,SH000458,10.12.2019,15:30:00,299.2,1.6,598.4,0
1329,SH000458,10.12.2019,16:00:00,300.4,1.2,600.8,0
1330,SH000458,10.12.2019,16:30:00,300.4,1.2,600.8,0
1331,SH000458,10.12.2019,17:00:00,299.6,0.8,599.2,0
1332,SH000458,10.12.2019,17:30:00,300.8,0.8,601.6,0
1333,SH000458,10.12.2019,18:00:00,324.4,18,650.4,0
1334,SH000458,10.12.2019,18:30:00,361.6,44.4,728.8,0
1335,SH000458,10.12.2019,19:00:00,354.8,42.4,714.4,0
1336,SH000458,10.12.2019,19:30:00,355.2,42.8,716,0
1337,SH000458,10.12.2019,20:00:00,360.8,45.6,726.4,0
1338,SH000458,10.12.2019,20:30:00,354,44.4,714.4,0
1339,SH000458,10.12.2019,21:00:00,355.2,44.8,715.2,0
1340,SH000458,10.12.2019,21:30:00,354.8,44.8,714.4,0
1341,SH000458,10.12.2019,22:00:00,356.4,43.2,718.4,0
1342,SH000458,10.12.2019,22:30:00,352.4,40.4,708.8,0
1343,SH000458,10.12.2019,23:00:00,354.8,41.6,714.4,0
1344,SH000458,10.12.2019,23:30:00,352.4,41.2,709.6,0
1345,SH000458,11.12.2019,00:00:00,352.4,41.2,710.4,0
1346,SH000458,11.12.2019,00:30:00,352.8,42,710.4,0
1347,SH000458,11.12.2019,01:00:00,345.2,40,695.2,0
1348,SH000458,11.12.2019,01:30:00,349.2,41.2,703.2,0
1349,SH000458,11.12.2019,02:00:00,346.4,40.8,697.6,0
1350,SH000458,11.12.2019,02:30:00,348.8,41.6,702.4,0
1351,SH000458,11.12.2019,03:00:00,345.6,41.2,696.8,0
1352,SH000458,11.12.2019,03:30:00,347.2,42,699.2,0
1353,SH000458,11.12.2019,04:00:00,345.6,41.6,696,0
1354,SH000458,11.12.2019,04:30:00,347.6,41.6,700,0
1355,SH000458,11.12.2019,05:00:00,346.4,40.4,697.6,0
1356,SH000458,11.12.2019,05:30:00,345.6,40,696,0
1357,SH000458,11.12.2019,06:00:00,346.4,39.6,697.6,0
1358,SH000458,11.12.2019,06:30:00,347.6,39.2,700,0
1359,SH000458,11.12.2019,07:00:00,346.4,38,696.8,0
1360,SH000458,11.12.2019,07:30:00,350,39.2,704.8,0
1361,SH000458,11.12.2019,08:00:00,349.6,38.8,704,0
1362,SH000458,11.12.2019,08:30:00,349.2,39.2,703.2,0
1363,SH000458,11.12.2019,09:00:00,349.6,39.2,704,0
1364,SH000458,11.12.2019,09:30:00,353.2,40,710.4,0
1365,SH000458,11.12.2019,10:00:00,357.2,41.2,719.2,0
1366,SH000458,11.12.2019,10:30:00,358.8,41.6,722.4,0
1367,SH000458,11.12.2019,11:00:00,358.4,41.2,721.6,0
1368,SH000458,11.12.2019,11:30:00,359.2,42,723.2,0
1369,SH000458,11.12.2019,12:00:00,364,43.2,732.8,0
1370,SH000458,11.12.2019,12:30:00,360.4,43.6,726.4,0
1371,SH000458,11.12.2019,13:00:00,365.6,46.4,736.8,0
1372,SH000458,11.12.2019,13:30:00,364.4,45.2,735.2,0
1373,SH000458,11.12.2019,14:00:00,364,44,732.8,0
1374,SH000458,11.12.2019,14:30:00,362.8,43.6,730.4,0
1375,SH000458,11.12.2019,15:00:00,362,44,729.6,0
1376,SH000458,11.12.2019,15:30:00,366,44.8,738.4,0
1377,SH000458,11.12.2019,16:00:00,363.2,44.4,731.2,0
1378,SH000458,11.12.2019,16:30:00,363.6,45.2,733.6,0
1379,SH000458,11.12.2019,17:00:00,364,46.4,734.4,0
1380,SH000458,11.12.2019,17:30:00,362.8,46,731.2,0
1381,SH000458,11.12.2019,18:00:00,366,46,737.6,0
1382,SH000458,11.12.2019,18:30:00,358,44.4,721.6,0
1383,SH000458,11.12.2019,19:00:00,360.8,46,727.2,0
1384,SH000458,11.12.2019,19:30:00,359.2,45.6,724,0
1385,SH000458,11.12.2019,20:00:00,358.4,43.2,722.4,0
1386,SH000458,11.12.2019,20:30:00,360,44,724.8,0
1387,SH000458,11.12.2019,21:00:00,358,43.2,720.8,0
1388,SH000458,11.12.2019,21:30:00,358.4,43.6,722.4,0
1389,SH000458,11.12.2019,22:00:00,358.4,44,721.6,0
1390,SH000458,11.12.2019,22:30:00,354,42,712.8,0
1391,SH000458,11.12.2019,23:00:00,358,43.2,721.6,0
1392,SH000458,11.12.2019,23:30:00,354,41.2,712.8,0
1393,SH000458,12.12.2019,00:00:00,352.8,42,710.4,0
1394,SH000458,12.12.2019,00:30:00,354,42.4,712.8,0
1395,SH000458,12.12.2019,01:00:00,350.8,42,707.2,0
1396,SH000458,12.12.2019,01:30:00,351.6,42,708,0
1397,SH000458,12.12.2019,02:00:00,350.4,42.4,705.6,0
1398,SH000458,12.12.2019,02:30:00,350.4,42.8,706.4,0
1399,SH000458,12.12.2019,03:00:00,349.6,43.2,704.8,0
1400,SH000458,12.12.2019,03:30:00,350,43.2,706.4,0
1401,SH000458,12.12.2019,04:00:00,348.8,43.2,703.2,0
1402,SH000458,12.12.2019,04:30:00,349.2,42.8,703.2,0
1403,SH000458,12.12.2019,05:00:00,350.4,42.8,705.6,0
1404,SH000458,12.12.2019,05:30:00,348.4,40.4,700.8,0
1405,SH000458,12.12.2019,06:00:00,350.4,40,705.6,0
1406,SH000458,12.12.2019,06:30:00,351.6,40.4,708,0
1407,SH000458,12.12.2019,07:00:00,349.6,39.2,703.2,0
1408,SH000458,12.12.2019,07:30:00,355.2,41.2,715.2,0
1409,SH000458,12.12.2019,08:00:00,352,42.8,709.6,0
1410,SH000458,12.12.2019,08:30:00,352.4,41.6,709.6,0
1411,SH000458,12.12.2019,09:00:00,355.2,41.6,715.2,0
1412,SH000458,12.12.2019,09:30:00,358.4,42.8,722.4,0
1413,SH000458,12.12.2019,10:00:00,354.8,41.2,714.4,0
1414,SH000458,12.12.2019,10:30:00,357.6,40.4,720,0
1415,SH000458,12.12.2019,11:00:00,362,43.2,729.6,0
1416,SH000458,12.12.2019,11:30:00,358,40,720.8,0
1417,SH000458,12.12.2019,12:00:00,367.2,45.2,740,0
1418,SH000458,12.12.2019,12:30:00,346.4,33.6,697.6,0
1419,SH000458,12.12.2019,13:00:00,301.6,1.2,603.2,0
1420,SH000458,12.12.2019,13:30:00,299.6,0.8,599.2,0
1421,SH000458,12.12.2019,14:00:00,300.8,1.2,601.6,0
1422,SH000458,12.12.2019,14:30:00,301.2,1.6,602.4,0
1423,SH000458,12.12.2019,15:00:00,299.6,0.8,599.2,0
1424,SH000458,12.12.2019,15:30:00,300.4,0.8,600.8,0
1425,SH000458,12.12.2019,16:00:00,300.8,0.8,601.6,0
1426,SH000458,12.12.2019,16:30:00,300.8,0.8,601.6,0
1427,SH000458,12.12.2019,17:00:00,301.2,0.8,602.4,0
1428,SH000458,12.12.2019,17:30:00,300,0.8,600,0
1429,SH000458,12.12.2019,18:00:00,300.8,0.8,601.6,0
1430,SH000458,12.12.2019,18:30:00,300,0.8,600,0
1431,SH000458,12.12.2019,19:00:00,299.6,0.8,599.2,0
1432,SH000458,12.12.2019,19:30:00,299.6,0.8,599.2,0
1433,SH000458,12.12.2019,20:00:00,299.2,1.6,598.4,0
1434,SH000458,12.12.2019,20:30:00,299.6,1.6,599.2,0
1435,SH000458,12.12.2019,21:00:00,299.2,1.6,598.4,0
1436,SH000458,12.12.2019,21:30:00,300,1.6,600.8,0
1437,SH000458,12.12.2019,22:00:00,300.4,2.4,600.8,0
1438,SH000458,12.12.2019,22:30:00,299.6,1.6,599.2,0
1439,SH000458,12.12.2019,23:00:00,298,0.8,596,0
1440,SH000458,12.12.2019,23:30:00,298.4,0.8,596.8,0
1441,SH000458,13.12.2019,00:00:00,298,0.8,595.2,0
1442,SH000458,13.12.2019,00:30:00,297.2,0.8,594.4,0
1443,SH000458,13.12.2019,01:00:00,297.2,0.8,594.4,0
1444,SH000458,13.12.2019,01:30:00,296.4,0.8,592.8,0
1445,SH000458,13.12.2019,02:00:00,296,0.8,592,0
1446,SH000458,13.12.2019,02:30:00,296.4,0.8,592.8,0
1447,SH000458,13.12.2019,03:00:00,295.2,0.8,590.4,0
1448,SH000458,13.12.2019,03:30:00,294.8,0.8,590.4,0
1449,SH000458,13.12.2019,04:00:00,295.2,0.8,590.4,0
1450,SH000458,13.12.2019,04:30:00,295.2,0.8,590.4,0
1451,SH000458,13.12.2019,05:00:00,294.4,0.8,588.8,0
1452,SH000458,13.12.2019,05:30:00,295.2,0.8,590.4,0
1453,SH000458,13.12.2019,06:00:00,295.6,0.8,591.2,0
1454,SH000458,13.12.2019,06:30:00,296,0.8,592,0
1455,SH000458,13.12.2019,07:00:00,296.4,0.8,592.8,0
1456,SH000458,13.12.2019,07:30:00,297.6,1.2,596,0
1457,SH000458,13.12.2019,08:00:00,297.2,0.8,594.4,0
1458,SH000458,13.12.2019,08:30:00,298.4,0.8,596.8,0
1459,SH000458,13.12.2019,09:00:00,297.6,0.8,595.2,0
1460,SH000458,13.12.2019,09:30:00,298,0.8,596,0
1461,SH000458,13.12.2019,10:00:00,300,1.6,600,0
1462,SH000458,13.12.2019,10:30:00,299.6,1.6,599.2,0
1463,SH000458,13.12.2019,11:00:00,300.4,1.6,600.8,0
1464,SH000458,13.12.2019,11:30:00,300.8,2.4,601.6,0
1465,SH000458,13.12.2019,12:00:00,301.6,2.4,603.2,0
1466,SH000458,13.12.2019,12:30:00,303.2,2.4,606.4,0
1467,SH000458,13.12.2019,13:00:00,302,1.6,604,0
1468,SH000458,13.12.2019,13:30:00,301.6,2,603.2,0
1469,SH000458,13.12.2019,14:00:00,350,34.4,704,0
1470,SH000458,13.12.2019,14:30:00,354,38,712.8,0
1471,SH000458,13.12.2019,15:00:00,376.8,48.4,760,0
1472,SH000458,13.12.2019,15:30:00,362.8,43.6,730.4,0
1473,SH000458,13.12.2019,16:00:00,363.6,43.6,732,0
1474,SH000458,13.12.2019,16:30:00,351.2,35.6,706.4,0
1475,SH000458,13.12.2019,17:00:00,359.2,42.4,723.2,0
1476,SH000458,13.12.2019,17:30:00,356.8,41.6,718.4,0
1477,SH000458,13.12.2019,18:00:00,357.2,42,720,0
1478,SH000458,13.12.2019,18:30:00,355.6,40.8,716,0
1479,SH000458,13.12.2019,19:00:00,356.4,42,717.6,0
1480,SH000458,13.12.2019,19:30:00,360,43.2,725.6,0
1481,SH000458,13.12.2019,20:00:00,356.4,43.2,718.4,0
1482,SH000458,13.12.2019,20:30:00,355.6,42.8,716,0
1483,SH000458,13.12.2019,21:00:00,357.2,44,720,0
1484,SH000458,13.12.2019,21:30:00,354.4,43.2,714.4,0
1485,SH000458,13.12.2019,22:00:00,352.4,42,710.4,0
1486,SH000458,13.12.2019,22:30:00,355.6,44.8,716,0
1487,SH000458,13.12.2019,23:00:00,354.4,44.8,715.2,0
1488,SH000458,13.12.2019,23:30:00,352.4,42.4,710.4,0
1489,SH000458,14.12.2019,00:00:00,349.6,40.4,704,0
1490,SH000458,14.12.2019,00:30:00,350.4,41.2,705.6,0
1491,SH000458,14.12.2019,01:00:00,352,40.8,708.8,0
1492,SH000458,14.12.2019,01:30:00,350.8,41.2,706.4,0
1493,SH000458,14.12.2019,02:00:00,348.8,40.8,702.4,0
1494,SH000458,14.12.2019,02:30:00,348.4,40.4,700.8,0
1495,SH000458,14.12.2019,03:00:00,350,40,704.8,0
1496,SH000458,14.12.2019,03:30:00,346.4,39.2,696.8,0
1497,SH000458,14.12.2019,04:00:00,344.8,39.2,694.4,0
1498,SH000458,14.12.2019,04:30:00,346.4,39.2,697.6,0
1499,SH000458,14.12.2019,05:00:00,344.8,38,693.6,0
1500,SH000458,14.12.2019,05:30:00,344.8,38,694.4,0
1501,SH000458,14.12.2019,06:00:00,345.6,37.6,696,0
1502,SH000458,14.12.2019,06:30:00,348.4,38.8,701.6,0
1503,SH000458,14.12.2019,07:00:00,348.8,38.8,702.4,0
1504,SH000458,14.12.2019,07:30:00,349.6,38.8,703.2,0
1505,SH000458,14.12.2019,08:00:00,350.8,41.2,706.4,0
1506,SH000458,14.12.2019,08:30:00,350,41.6,705.6,0
1507,SH000458,14.12.2019,09:00:00,350,38.4,704.8,0
1508,SH000458,14.12.2019,09:30:00,353.6,39.6,712,0
1509,SH000458,14.12.2019,10:00:00,352.8,39.6,710.4,0
1510,SH000458,14.12.2019,10:30:00,356.8,42.4,719.2,0
1511,SH000458,14.12.2019,11:00:00,354.4,39.2,712.8,0
1512,SH000458,14.12.2019,11:30:00,353.6,39.6,712,0
1513,SH000458,14.12.2019,12:00:00,356,40.4,716.8,0
1514,SH000458,14.12.2019,12:30:00,355.6,40.4,716,0
1515,SH000458,14.12.2019,13:00:00,359.6,42.8,724.8,0
1516,SH000458,14.12.2019,13:30:00,355.6,40.8,716,0
1517,SH000458,14.12.2019,14:00:00,358,41.2,720.8,0
1518,SH000458,14.12.2019,14:30:00,356.8,40.4,718.4,0
1519,SH000458,14.12.2019,15:00:00,357.6,41.2,720,0
1520,SH000458,14.12.2019,15:30:00,298.8,34.8,602.4,0
1521,SH000458,14.12.2019,16:00:00,298,34,600,0
1522,SH000458,14.12.2019,16:30:00,354.4,40.4,713.6,0
1523,SH000458,14.12.2019,17:00:00,354,40,712,0
1524,SH000458,14.12.2019,17:30:00,354.8,39.6,713.6,0
1525,SH000458,14.12.2019,18:00:00,355.2,40.4,715.2,0
1526,SH000458,14.12.2019,18:30:00,353.2,39.2,710.4,0
1527,SH000458,14.12.2019,19:00:00,356.8,42,718.4,0
1528,SH000458,14.12.2019,19:30:00,355.6,41.2,716,0
1529,SH000458,14.12.2019,20:00:00,353.2,42,711.2,0
1530,SH000458,14.12.2019,20:30:00,356.8,42,718.4,0
1531,SH000458,14.12.2019,21:00:00,354,40.8,712,0
1532,SH000458,14.12.2019,21:30:00,350,41.6,705.6,0
1533,SH000458,14.12.2019,22:00:00,359.6,42.4,724.8,0
1534,SH000458,14.12.2019,22:30:00,353.6,41.2,712.8,0
1535,SH000458,14.12.2019,23:00:00,353.6,42.4,712,0
1536,SH000458,14.12.2019,23:30:00,350.8,42,708,0
1537,SH000458,15.12.2019,00:00:00,350.4,42,706.4,0
1538,SH000458,15.12.2019,00:30:00,353.2,43.6,711.2,0
1539,SH000458,15.12.2019,01:00:00,347.2,40.4,699.2,0
1540,SH000458,15.12.2019,01:30:00,349.6,39.6,704,0
1541,SH000458,15.12.2019,02:00:00,348.8,39.2,701.6,0
1542,SH000458,15.12.2019,02:30:00,346.4,38.8,697.6,0
1543,SH000458,15.12.2019,03:00:00,346,39.2,696.8,0
1544,SH000458,15.12.2019,03:30:00,346.4,39.6,697.6,0
1545,SH000458,15.12.2019,04:00:00,344.8,39.2,694.4,0
1546,SH000458,15.12.2019,04:30:00,347.2,40,699.2,0
1547,SH000458,15.12.2019,05:00:00,346,38.8,696,0
1548,SH000458,15.12.2019,05:30:00,343.6,38.4,691.2,0
1549,SH000458,15.12.2019,06:00:00,344.4,37.6,692.8,0
1550,SH000458,15.12.2019,06:30:00,345.2,37.6,695.2,0
1551,SH000458,15.12.2019,07:00:00,344.8,37.6,693.6,0
1552,SH000458,15.12.2019,07:30:00,347.6,38,699.2,0
1553,SH000458,15.12.2019,08:00:00,348.4,38,701.6,0
1554,SH000458,15.12.2019,08:30:00,346.8,37.2,697.6,0
1555,SH000458,15.12.2019,09:00:00,349.2,38,701.6,0
1556,SH000458,15.12.2019,09:30:00,350,38,704.8,0
1557,SH000458,15.12.2019,10:00:00,353.6,38.8,712,0
1558,SH000458,15.12.2019,10:30:00,352.8,40,710.4,0
1559,SH000458,15.12.2019,11:00:00,354.8,39.6,714.4,0
1560,SH000458,15.12.2019,11:30:00,357.2,41.6,719.2,0
1561,SH000458,15.12.2019,12:00:00,356,41.2,716.8,0
1562,SH000458,15.12.2019,12:30:00,358.4,42.4,722.4,0
1563,SH000458,15.12.2019,13:00:00,359.6,43.6,724.8,0
1564,SH000458,15.12.2019,13:30:00,360.8,43.6,727.2,0
1565,SH000458,15.12.2019,14:00:00,362,44,728.8,0
1566,SH000458,15.12.2019,14:30:00,361.6,43.6,728,0
1567,SH000458,15.12.2019,15:00:00,357.6,42.4,720,0
1568,SH000458,15.12.2019,15:30:00,359.2,42.8,723.2,0
1569,SH000458,15.12.2019,16:00:00,356.8,42,719.2,0
1570,SH000458,15.12.2019,16:30:00,357.6,42.4,721.6,0
1571,SH000458,15.12.2019,17:00:00,354,41.2,712.8,0
1572,SH000458,15.12.2019,17:30:00,354.4,41.6,713.6,0
1573,SH000458,15.12.2019,18:00:00,357.2,42,719.2,0
1574,SH000458,15.12.2019,18:30:00,354.8,40.8,714.4,0
1575,SH000458,15.12.2019,19:00:00,354.4,40.8,713.6,0
1576,SH000458,15.12.2019,19:30:00,354.8,41.2,714.4,0
1577,SH000458,15.12.2019,20:00:00,352,40.8,708.8,0
1578,SH000458,15.12.2019,20:30:00,354.8,42,714.4,0
1579,SH000458,15.12.2019,21:00:00,353.2,42,711.2,0
1580,SH000458,15.12.2019,21:30:00,353.2,41.6,711.2,0
1581,SH000458,15.12.2019,22:00:00,354.4,42.8,713.6,0
1582,SH000458,15.12.2019,22:30:00,352.4,40,709.6,0
1583,SH000458,15.12.2019,23:00:00,353.2,39.6,711.2,0
1584,SH000458,15.12.2019,23:30:00,352.8,40,710.4,0
1585,SH000458,16.12.2019,00:00:00,351.6,39.6,706.4,0
1586,SH000458,16.12.2019,00:30:00,350.4,39.6,705.6,0
1587,SH000458,16.12.2019,01:00:00,350,40,704.8,0
1588,SH000458,16.12.2019,01:30:00,348.8,40,701.6,0
1589,SH000458,16.12.2019,02:00:00,348.8,40.4,702.4,0
1590,SH000458,16.12.2019,02:30:00,347.2,40.4,699.2,0
1591,SH000458,16.12.2019,03:00:00,346.4,40,697.6,0
1592,SH000458,16.12.2019,03:30:00,347.2,40.8,699.2,0
1593,SH000458,16.12.2019,04:00:00,345.6,40,696,0
1594,SH000458,16.12.2019,04:30:00,345.6,40.4,696,0
1595,SH000458,16.12.2019,05:00:00,347.6,40,700,0
1596,SH000458,16.12.2019,05:30:00,346,38.4,696,0
1597,SH000458,16.12.2019,06:00:00,348,38.4,700.8,0
1598,SH000458,16.12.2019,06:30:00,347.2,38,698.4,0
1599,SH000458,16.12.2019,07:00:00,347.2,37.6,698.4,0
1600,SH000458,16.12.2019,07:30:00,350.4,37.6,704.8,0
1601,SH000458,16.12.2019,08:00:00,350.4,38.4,704,0
1602,SH000458,16.12.2019,08:30:00,354,39.2,712,0
1603,SH000458,16.12.2019,09:00:00,351.6,38,708,0
1604,SH000458,16.12.2019,09:30:00,354.4,40,713.6,0
1605,SH000458,16.12.2019,10:00:00,354.4,40.8,713.6,0
1606,SH000458,16.12.2019,10:30:00,354,39.6,712.8,0
1607,SH000458,16.12.2019,11:00:00,359.6,41.6,724,0
1608,SH000458,16.12.2019,11:30:00,357.6,41.6,720,0
1609,SH000458,16.12.2019,12:00:00,360.8,42.4,726.4,0
1610,SH000458,16.12.2019,12:30:00,361.2,43.2,727.2,0
1611,SH000458,16.12.2019,13:00:00,359.6,44.8,725.6,0
1612,SH000458,16.12.2019,13:30:00,363.2,45.2,731.2,0
1613,SH000458,16.12.2019,14:00:00,360.4,43.6,725.6,0
1614,SH000458,16.12.2019,14:30:00,363.2,44,732.8,0
1615,SH000458,16.12.2019,15:00:00,360.4,43.6,725.6,0
1616,SH000458,16.12.2019,15:30:00,359.6,43.6,724,0
1617,SH000458,16.12.2019,16:00:00,359.6,43.6,724,0
1618,SH000458,16.12.2019,16:30:00,357.2,43.2,719.2,0
1619,SH000458,16.12.2019,17:00:00,356.4,43.6,718.4,0
1620,SH000458,16.12.2019,17:30:00,356,44,716.8,0
1621,SH000458,16.12.2019,18:00:00,354.8,44.4,716,0
1622,SH000458,16.12.2019,18:30:00,355.6,44,716.8,0
1623,SH000458,16.12.2019,19:00:00,355.6,43.6,716.8,0
1624,SH000458,16.12.2019,19:30:00,355.6,41.6,716,0
1625,SH000458,16.12.2019,20:00:00,354,41.2,712.8,0
1626,SH000458,16.12.2019,20:30:00,356,42.8,717.6,0
1627,SH000458,16.12.2019,21:00:00,353.2,42.4,712,0
1628,SH000458,16.12.2019,21:30:00,354,43.6,712.8,0
1629,SH000458,16.12.2019,22:00:00,354.8,42.8,714.4,0
1630,SH000458,16.12.2019,22:30:00,353.6,42,712,0
1631,SH000458,16.12.2019,23:00:00,354.4,42.8,714.4,0
1632,SH000458,16.12.2019,23:30:00,350.4,42.4,706.4,0
1633,SH000458,17.12.2019,00:00:00,351.6,43.2,708,0
1634,SH000458,17.12.2019,00:30:00,352,43.2,708.8,0
1635,SH000458,17.12.2019,01:00:00,349.2,40,703.2,0
1636,SH000458,17.12.2019,01:30:00,348.4,40.4,701.6,0
1637,SH000458,17.12.2019,02:00:00,347.6,40.8,700.8,0
1638,SH000458,17.12.2019,02:30:00,346,40.8,696.8,0
1639,SH000458,17.12.2019,03:00:00,346.8,41.2,698.4,0
1640,SH000458,17.12.2019,03:30:00,344.8,40.4,694.4,0
1641,SH000458,17.12.2019,04:00:00,348.4,42,701.6,0
1642,SH000458,17.12.2019,04:30:00,343.2,40.4,691.2,0
1643,SH000458,17.12.2019,05:00:00,346.8,39.6,698.4,0
1644,SH000458,17.12.2019,05:30:00,347.2,39.2,698.4,0
1645,SH000458,17.12.2019,06:00:00,345.6,38,695.2,0
1646,SH000458,17.12.2019,06:30:00,346,38.4,696,0
1647,SH000458,17.12.2019,07:00:00,348.8,38.4,702.4,0
1648,SH000458,17.12.2019,07:30:00,348,38.4,700.8,0
1649,SH000458,17.12.2019,08:00:00,350,38.8,704,0
1650,SH000458,17.12.2019,08:30:00,350,38.8,704.8,0
1651,SH000458,17.12.2019,09:00:00,352.8,40,710.4,0
1652,SH000458,17.12.2019,09:30:00,352.8,40.4,710.4,0
1653,SH000458,17.12.2019,10:00:00,355.2,40.4,715.2,0
1654,SH000458,17.12.2019,10:30:00,357.6,41.2,720,0
1655,SH000458,17.12.2019,11:00:00,360,42,724.8,0
1656,SH000458,17.12.2019,11:30:00,359.2,42,723.2,0
1657,SH000458,17.12.2019,12:00:00,362.4,43.2,729.6,0
1658,SH000458,17.12.2019,12:30:00,360.4,43.6,727.2,0
1659,SH000458,17.12.2019,13:00:00,360.4,44.4,726.4,0
1660,SH000458,17.12.2019,13:30:00,361.6,44.4,728.8,0
1661,SH000458,17.12.2019,14:00:00,362,44,729.6,0
1662,SH000458,17.12.2019,14:30:00,362,43.2,728.8,0
1663,SH000458,17.12.2019,15:00:00,364.8,43.6,735.2,0
1664,SH000458,17.12.2019,15:30:00,362.8,43.6,731.2,0
1665,SH000458,17.12.2019,16:00:00,360.4,42.8,726.4,0
1666,SH000458,17.12.2019,16:30:00,360,42.8,724.8,0
1667,SH000458,17.12.2019,17:00:00,359.2,42.8,723.2,0
1668,SH000458,17.12.2019,17:30:00,358.4,42.4,722.4,0
1669,SH000458,17.12.2019,18:00:00,355.6,42,716,0
1670,SH000458,17.12.2019,18:30:00,357.6,42.8,720.8,0
1671,SH000458,17.12.2019,19:00:00,356.4,43.2,717.6,0
1672,SH000458,17.12.2019,19:30:00,352.8,42.8,712,0
1673,SH000458,17.12.2019,20:00:00,355.6,42,716.8,0
1674,SH000458,17.12.2019,20:30:00,354.8,41.2,714.4,0
1675,SH000458,17.12.2019,21:00:00,356,41.2,716.8,0
1676,SH000458,17.12.2019,21:30:00,353.2,40.8,711.2,0
1677,SH000458,17.12.2019,22:00:00,355.6,42,715.2,0
1678,SH000458,17.12.2019,22:30:00,353.2,41.2,711.2,0
1679,SH000458,17.12.2019,23:00:00,350.8,40,706.4,0
1680,SH000458,17.12.2019,23:30:00,354.4,41.6,713.6,0
1681,SH000458,18.12.2019,00:00:00,350.8,41.2,706.4,0
1682,SH000458,18.12.2019,00:30:00,351.6,42,708,0
1683,SH000458,18.12.2019,01:00:00,349.6,42.4,704,0
1684,SH000458,18.12.2019,01:30:00,348.8,42,703.2,0
1685,SH000458,18.12.2019,02:00:00,349.6,42.8,704,0
1686,SH000458,18.12.2019,02:30:00,347.2,42.8,700.8,0
1687,SH000458,18.12.2019,03:00:00,348.4,42.8,702.4,0
1688,SH000458,18.12.2019,03:30:00,344,42.4,693.6,0
1689,SH000458,18.12.2019,04:00:00,347.2,43.2,700,0
1690,SH000458,18.12.2019,04:30:00,344,42,692.8,0
1691,SH000458,18.12.2019,05:00:00,345.6,41.2,696,0
1692,SH000458,18.12.2019,05:30:00,345.6,40.4,696,0
1693,SH000458,18.12.2019,06:00:00,346.4,39.2,696.8,0
1694,SH000458,18.12.2019,06:30:00,348.4,39.6,701.6,0
1695,SH000458,18.12.2019,07:00:00,346.4,38.4,696.8,0
1696,SH000458,18.12.2019,07:30:00,348.8,38.8,702.4,0
1697,SH000458,18.12.2019,08:00:00,348.4,38.8,700.8,0
1698,SH000458,18.12.2019,08:30:00,352,40.4,708.8,0
1699,SH000458,18.12.2019,09:00:00,351.2,40.8,706.4,0
1700,SH000458,18.12.2019,09:30:00,351.2,40,707.2,0
1701,SH000458,18.12.2019,10:00:00,354.4,41.2,712.8,0
1702,SH000458,18.12.2019,10:30:00,353.2,40.4,711.2,0
1703,SH000458,18.12.2019,11:00:00,356.8,41.2,718.4,0
1704,SH000458,18.12.2019,11:30:00,356.8,41.6,718.4,0
1705,SH000458,18.12.2019,12:00:00,358.4,42.4,722.4,0
1706,SH000458,18.12.2019,12:30:00,360.4,44.4,726.4,0
1707,SH000458,18.12.2019,13:00:00,358,45.2,721.6,0
1708,SH000458,18.12.2019,13:30:00,359.6,44.4,724.8,0
1709,SH000458,18.12.2019,14:00:00,360.8,43.6,726.4,0
1710,SH000458,18.12.2019,14:30:00,362.4,44,729.6,0
