SR.No.,Device No.,Date,Time,kWh,kVARH Lag,kVA,kVARH Lead
2602,SH000492,01.12.2019,04:30:00,130,32.8,269.6,0
2603,SH000492,01.12.2019,05:00:00,136.4,30.8,280,0
2604,SH000492,01.12.2019,05:30:00,136.4,27.6,279.2,0
2605,SH000492,01.12.2019,06:00:00,138.4,30.8,284.8,0
2606,SH000492,01.12.2019,06:30:00,133.2,27.6,272.8,0
2607,SH000492,01.12.2019,07:00:00,133.6,28.8,274.4,0
2608,SH000492,01.12.2019,07:30:00,128.8,18.4,261.6,0
2609,SH000492,01.12.2019,08:00:00,128,12.4,256,0
2610,SH000492,01.12.2019,08:30:00,126.8,13.6,255.2,0
2611,SH000492,01.12.2019,09:00:00,129.2,14.8,260,0
2612,SH000492,01.12.2019,09:30:00,131.6,14.4,264.8,0
2613,SH000492,01.12.2019,10:00:00,146.8,33.6,302.4,0
2614,SH000492,01.12.2019,10:30:00,159.6,42.4,330.4,0
2615,SH000492,01.12.2019,11:00:00,154.4,40.4,320,0
2616,SH000492,01.12.2019,11:30:00,158.8,41.2,327.2,0
2617,SH000492,01.12.2019,12:00:00,158.8,42,328.8,0
2618,SH000492,01.12.2019,12:30:00,163.6,44,339.2,0
2619,SH000492,01.12.2019,13:00:00,166.8,28.8,339.2,0
2620,SH000492,01.12.2019,13:30:00,167.6,26.8,340,0
2621,SH000492,01.12.2019,14:00:00,169.6,26.8,343.2,0
2622,SH000492,01.12.2019,14:30:00,170.4,27.2,345.6,0
2623,SH000492,01.12.2019,15:00:00,169.2,27.2,343.2,0
2624,SH000492,01.12.2019,15:30:00,170.4,28,345.6,0
2625,SH000492,01.12.2019,16:00:00,167.2,28,339.2,0
2626,SH000492,01.12.2019,16:30:00,162,27.6,328.8,0
2627,SH000492,01.12.2019,17:00:00,159.2,28,323.2,0
2628,SH000492,01.12.2019,17:30:00,156.4,26.8,316.8,0
2629,SH000492,01.12.2019,18:00:00,154.8,26,314.4,0
2630,SH000492,01.12.2019,18:30:00,157.2,26.4,318.4,0
2631,SH000492,01.12.2019,19:00:00,154,26.8,312.8,0
2632,SH000492,01.12.2019,19:30:00,150.8,27.2,306.4,0
2633,SH000492,01.12.2019,20:00:00,153.6,26.8,312,0
2634,SH000492,01.12.2019,20:30:00,151.6,26.4,308,0
2635,SH000492,01.12.2019,21:00:00,150.8,24.8,306.4,0
2636,SH000492,01.12.2019,21:30:00,147.6,21.2,298.4,0
2637,SH000492,01.12.2019,22:00:00,157.6,40.4,325.6,0
2638,SH000492,01.12.2019,22:30:00,146.8,34,301.6,0
2639,SH000492,01.12.2019,23:00:00,152,37.6,313.6,0
2640,SH000492,01.12.2019,23:30:00,155.6,39.6,322.4,0
2641,SH000492,02.12.2019,00:00:00,152.4,39.2,314.4,0
2642,SH000492,02.12.2019,00:30:00,147.2,39.2,305.6,0
2643,SH000492,02.12.2019,01:00:00,144.4,36.4,299.2,0
2644,SH000492,02.12.2019,01:30:00,146.8,41.2,304.8,0
2645,SH000492,02.12.2019,02:00:00,152.4,42.8,316.8,0
2646,SH000492,02.12.2019,02:30:00,142.4,37.2,294.4,0
2647,SH000492,02.12.2019,03:00:00,140,33.6,289.6,0
2648,SH000492,02.12.2019,03:30:00,142.4,37.2,295.2,0
2649,SH000492,02.12.2019,04:00:00,150,40,311.2,0
2650,SH000492,02.12.2019,04:30:00,148.8,42.8,309.6,0
2651,SH000492,02.12.2019,05:00:00,145.2,40.4,301.6,0
2652,SH000492,02.12.2019,05:30:00,141.6,38.4,292.8,0
2653,SH000492,02.12.2019,06:00:00,139.6,37.2,289.6,0
2654,SH000492,02.12.2019,06:30:00,140.8,37.2,291.2,0
2655,SH000492,02.12.2019,07:00:00,130.4,23.2,265.6,0
2656,SH000492,02.12.2019,07:30:00,140.8,31.2,289.6,0
2657,SH000492,02.12.2019,08:00:00,133.2,24.4,271.2,0
2658,SH000492,02.12.2019,08:30:00,145.2,32.8,298.4,0
2659,SH000492,02.12.2019,09:00:00,134.8,24,274.4,0
2660,SH000492,02.12.2019,09:30:00,138.4,28,283.2,0
2661,SH000492,02.12.2019,10:00:00,126.8,17.2,256.8,0
2662,SH000492,02.12.2019,10:30:00,132.4,12.4,264.8,0
2663,SH000492,02.12.2019,11:00:00,147.2,30,301.6,0
2664,SH000492,02.12.2019,11:30:00,154,28.4,313.6,0
2665,SH000492,02.12.2019,12:00:00,158,26.4,320.8,0
2666,SH000492,02.12.2019,12:30:00,153.6,22,310.4,0
2667,SH000492,02.12.2019,13:00:00,160.4,29.2,326.4,0
2668,SH000492,02.12.2019,13:30:00,165.6,26.8,336,0
2669,SH000492,02.12.2019,14:00:00,159.6,27.2,324,0
2670,SH000492,02.12.2019,14:30:00,158.8,26.8,322.4,0
2671,SH000492,02.12.2019,15:00:00,138.4,26.4,282.4,0
2672,SH000492,02.12.2019,15:30:00,154.4,28.8,315.2,0
2673,SH000492,02.12.2019,16:00:00,152.8,24.8,310.4,0
2674,SH000492,02.12.2019,16:30:00,149.6,29.6,305.6,0
2675,SH000492,02.12.2019,17:00:00,158,23.2,320,0
2676,SH000492,02.12.2019,17:30:00,141.2,25.6,288,0
2677,SH000492,02.12.2019,18:00:00,143.6,30.8,293.6,0
2678,SH000492,02.12.2019,18:30:00,139.6,28.4,286.4,0
2679,SH000492,02.12.2019,19:00:00,147.2,27.6,300,0
2680,SH000492,02.12.2019,19:30:00,139.2,24.8,284,0
2681,SH000492,02.12.2019,20:00:00,143.6,32.4,295.2,0
2682,SH000492,02.12.2019,20:30:00,134,23.2,273.6,0
2683,SH000492,02.12.2019,21:00:00,146.8,33.2,301.6,0
2684,SH000492,02.12.2019,21:30:00,141.2,31.6,290.4,0
2685,SH000492,02.12.2019,22:00:00,138.4,31.2,284.8,0
2686,SH000492,02.12.2019,22:30:00,135.6,24.8,276.8,0
2687,SH000492,02.12.2019,23:00:00,142.8,28.8,292,0
2688,SH000492,02.12.2019,23:30:00,132.8,25.2,272,0
2689,SH000492,03.12.2019,00:00:00,142.8,33.2,293.6,0
2690,SH000492,03.12.2019,00:30:00,133.6,24.8,272.8,0
2691,SH000492,03.12.2019,01:00:00,139.6,32,287.2,0
2692,SH000492,03.12.2019,01:30:00,136,30.8,280,0
2693,SH000492,03.12.2019,02:00:00,130,26.8,266.4,0
2694,SH000492,03.12.2019,02:30:00,132,28.4,271.2,0
2695,SH000492,03.12.2019,03:00:00,133.6,28.8,275.2,0
2696,SH000492,03.12.2019,03:30:00,128.4,27.6,264,0
2697,SH000492,03.12.2019,04:00:00,139.2,32,286.4,0
2698,SH000492,03.12.2019,04:30:00,127.2,26.4,260.8,0
2699,SH000492,03.12.2019,05:00:00,134.8,32,278.4,0
2700,SH000492,03.12.2019,05:30:00,133.6,27.2,273.6,0
2701,SH000492,03.12.2019,06:00:00,129.2,25.2,264.8,0
2702,SH000492,03.12.2019,06:30:00,134.8,26,275.2,0
2703,SH000492,03.12.2019,07:00:00,129.6,24,264.8,0
2704,SH000492,03.12.2019,07:30:00,136.8,29.6,280.8,0
2705,SH000492,03.12.2019,08:00:00,130.8,22,265.6,0
2706,SH000492,03.12.2019,08:30:00,144,33.6,296.8,0
2707,SH000492,03.12.2019,09:00:00,133.6,23.2,272,0
2708,SH000492,03.12.2019,09:30:00,143.6,35.2,296,0
2709,SH000492,03.12.2019,10:00:00,137.2,29.6,281.6,0
2710,SH000492,03.12.2019,10:30:00,140.4,26.4,286.4,0
2711,SH000492,03.12.2019,11:00:00,140,26.8,284.8,0
2712,SH000492,03.12.2019,11:30:00,148,30.8,303.2,0
2713,SH000492,03.12.2019,12:00:00,141.2,24.8,286.4,0
2714,SH000492,03.12.2019,12:30:00,154,31.2,315.2,0
2715,SH000492,03.12.2019,13:00:00,141.6,28,289.6,0
2716,SH000492,03.12.2019,13:30:00,150.4,22,303.2,0
2717,SH000492,03.12.2019,14:00:00,148,32,304,0
2718,SH000492,03.12.2019,14:30:00,144.8,26.8,295.2,0
2719,SH000492,03.12.2019,15:00:00,143.2,19.6,289.6,0
2720,SH000492,03.12.2019,15:30:00,132,26.4,270.4,0
2721,SH000492,03.12.2019,16:00:00,144.4,27.2,294.4,0
2722,SH000492,03.12.2019,16:30:00,142.4,30.4,292,0
2723,SH000492,03.12.2019,17:00:00,145.2,35.6,299.2,0
2724,SH000492,03.12.2019,17:30:00,144.8,31.6,297.6,0
2725,SH000492,03.12.2019,18:00:00,130.8,26.8,268,0
2726,SH000492,03.12.2019,18:30:00,142.8,33.6,294.4,0
2727,SH000492,03.12.2019,19:00:00,133.2,26,272,0
2728,SH000492,03.12.2019,19:30:00,138,38.8,287.2,0
2729,SH000492,03.12.2019,20:00:00,136.4,39.6,284,0
2730,SH000492,03.12.2019,20:30:00,134.4,38.4,280,0
2731,SH000492,03.12.2019,21:00:00,130.8,36,272,0
2732,SH000492,03.12.2019,21:30:00,137.6,32,283.2,0
2733,SH000492,03.12.2019,22:00:00,129.2,25.6,264,0
2734,SH000492,03.12.2019,22:30:00,139.2,34,287.2,0
2735,SH000492,03.12.2019,23:00:00,129.2,24.8,264,0
2736,SH000492,03.12.2019,23:30:00,133.6,30,274.4,0
2737,SH000492,04.12.2019,00:00:00,134,28.4,274.4,0
2738,SH000492,04.12.2019,00:30:00,130.4,23.6,266.4,0
2739,SH000492,04.12.2019,01:00:00,128.8,26,264,0
2740,SH000492,04.12.2019,01:30:00,127.6,24,260,0
2741,SH000492,04.12.2019,02:00:00,126.8,15.2,255.2,0
2742,SH000492,04.12.2019,02:30:00,125.6,15.2,252.8,0
2743,SH000492,04.12.2019,03:00:00,124,15.2,251.2,0
2744,SH000492,04.12.2019,03:30:00,124.8,15.6,251.2,0
2745,SH000492,04.12.2019,04:00:00,124.8,16,252,0
2746,SH000492,04.12.2019,04:30:00,124.8,15.6,251.2,0
2747,SH000492,04.12.2019,05:00:00,123.6,14.4,248.8,0
2748,SH000492,04.12.2019,05:30:00,123.2,13.2,248,0
2749,SH000492,04.12.2019,06:00:00,124.4,12.8,250.4,0
2750,SH000492,04.12.2019,06:30:00,124,12,249.6,0
2751,SH000492,04.12.2019,07:00:00,124,12,249.6,0
2752,SH000492,04.12.2019,07:30:00,124.4,11.6,249.6,0
2753,SH000492,04.12.2019,08:00:00,125.6,12,251.2,0
2754,SH000492,04.12.2019,08:30:00,124.8,11.6,251.2,0
2755,SH000492,04.12.2019,09:00:00,126,12.4,253.6,0
2756,SH000492,04.12.2019,09:30:00,128.8,12.8,259.2,0
2757,SH000492,04.12.2019,10:00:00,145.6,33.2,299.2,0
2758,SH000492,04.12.2019,10:30:00,138.8,30,284.8,0
2759,SH000492,04.12.2019,11:00:00,154,30.8,315.2,0
2760,SH000492,04.12.2019,11:30:00,155.2,26.8,315.2,0
2761,SH000492,04.12.2019,12:00:00,145.6,24,295.2,0
2762,SH000492,04.12.2019,12:30:00,161.2,30.8,328.8,0
2763,SH000492,04.12.2019,13:00:00,157.2,24.8,318.4,0
2764,SH000492,04.12.2019,13:30:00,156.4,24.8,317.6,0
2765,SH000492,04.12.2019,14:00:00,156,22,314.4,0
2766,SH000492,04.12.2019,14:30:00,157.6,22,319.2,0
2767,SH000492,04.12.2019,15:00:00,154.8,21.2,312.8,0
2768,SH000492,04.12.2019,15:30:00,160.8,28.4,327.2,0
2769,SH000492,04.12.2019,16:00:00,151.6,26.8,308.8,0
2770,SH000492,04.12.2019,16:30:00,151.6,23.2,306.4,0
2771,SH000492,04.12.2019,17:00:00,168.4,28.4,341.6,0
2772,SH000492,04.12.2019,17:30:00,158,24,320.8,0
2773,SH000492,04.12.2019,18:00:00,155.2,23.2,313.6,0
2774,SH000492,04.12.2019,18:30:00,151.2,22,305.6,0
2775,SH000492,04.12.2019,19:00:00,154.4,28.4,315.2,0
2776,SH000492,04.12.2019,19:30:00,156,29.2,317.6,0
2777,SH000492,04.12.2019,20:00:00,162.4,28.4,330.4,0
2778,SH000492,04.12.2019,20:30:00,157.6,27.6,320,0
2779,SH000492,04.12.2019,21:00:00,152,25.2,308,0
2780,SH000492,04.12.2019,21:30:00,154.4,25.6,312.8,0
2781,SH000492,04.12.2019,22:00:00,145.2,24.8,294.4,0
2782,SH000492,04.12.2019,22:30:00,151.2,25.6,307.2,0
2783,SH000492,04.12.2019,23:00:00,150.8,22.4,304.8,0
2784,SH000492,04.12.2019,23:30:00,147.6,20,297.6,0
2785,SH000492,05.12.2019,00:00:00,137.2,18,277.6,0
2786,SH000492,05.12.2019,00:30:00,136,18.4,274.4,0
2787,SH000492,05.12.2019,01:00:00,147.6,36.4,304.8,0
2788,SH000492,05.12.2019,01:30:00,137.2,28.4,280.8,0
2789,SH000492,05.12.2019,02:00:00,146.4,33.6,300.8,0
2790,SH000492,05.12.2019,02:30:00,137.2,32,282.4,0
2791,SH000492,05.12.2019,03:00:00,141.2,34.4,292,0
2792,SH000492,05.12.2019,03:30:00,148,32,303.2,0
2793,SH000492,05.12.2019,04:00:00,143.6,25.2,292.8,0
2794,SH000492,05.12.2019,04:30:00,146,29.6,299.2,0
2795,SH000492,05.12.2019,05:00:00,137.2,30,281.6,0
2796,SH000492,05.12.2019,05:30:00,149.6,30,306.4,0
2797,SH000492,05.12.2019,06:00:00,134.8,18.4,272,0
2798,SH000492,05.12.2019,06:30:00,143.6,33.6,296,0
2799,SH000492,05.12.2019,07:00:00,136.4,29.6,280.8,0
2800,SH000492,05.12.2019,07:30:00,138.4,27.2,282.4,0
2801,SH000492,05.12.2019,08:00:00,141.2,28.4,288,0
2802,SH000492,05.12.2019,08:30:00,135.6,24,276,0
2803,SH000492,05.12.2019,09:00:00,142.8,31.6,293.6,0
2804,SH000492,05.12.2019,09:30:00,134,25.6,273.6,0
2805,SH000492,05.12.2019,10:00:00,144,32,296,0
2806,SH000492,05.12.2019,10:30:00,135.6,26,277.6,0
2807,SH000492,05.12.2019,11:00:00,142.4,32.4,292,0
2808,SH000492,05.12.2019,11:30:00,141.6,31.6,291.2,0
2809,SH000492,05.12.2019,12:00:00,136,30.4,279.2,0
2810,SH000492,05.12.2019,12:30:00,145.2,32,297.6,0
2811,SH000492,05.12.2019,13:00:00,144,24.8,292.8,0
2812,SH000492,05.12.2019,13:30:00,145.2,26.4,295.2,0
2813,SH000492,05.12.2019,14:00:00,148.4,28.4,302.4,0
2814,SH000492,05.12.2019,14:30:00,142.8,26.8,291.2,0
2815,SH000492,05.12.2019,15:00:00,154.8,31.6,316.8,0
2816,SH000492,05.12.2019,15:30:00,150,21.2,303.2,0
2817,SH000492,05.12.2019,16:00:00,151.6,22,306.4,0
2818,SH000492,05.12.2019,16:30:00,137.2,23.6,279.2,0
2819,SH000492,05.12.2019,17:00:00,145.2,26,296,0
2820,SH000492,05.12.2019,17:30:00,150,32.4,308,0
2821,SH000492,05.12.2019,18:00:00,133.2,26.4,272,0
2822,SH000492,05.12.2019,18:30:00,148,37.6,306.4,0
2823,SH000492,05.12.2019,19:00:00,136.8,22.8,277.6,0
2824,SH000492,05.12.2019,19:30:00,144,26.8,292.8,0
2825,SH000492,05.12.2019,20:00:00,134.4,24.4,273.6,0
2826,SH000492,05.12.2019,20:30:00,140,35.2,289.6,0
2827,SH000492,05.12.2019,21:00:00,135.2,28.4,276.8,0
2828,SH000492,05.12.2019,21:30:00,146,31.2,300,0
2829,SH000492,05.12.2019,22:00:00,132,22,268.8,0
2830,SH000492,05.12.2019,22:30:00,141.2,33.6,292,0
2831,SH000492,05.12.2019,23:00:00,138.4,37.2,287.2,0
2832,SH000492,05.12.2019,23:30:00,134.8,28,276,0
2833,SH000492,06.12.2019,00:00:00,134,27.6,275.2,0
2834,SH000492,06.12.2019,00:30:00,140,29.6,286.4,0
2835,SH000492,06.12.2019,01:00:00,131.2,28,269.6,0
2836,SH000492,06.12.2019,01:30:00,137.6,33.6,284,0
2837,SH000492,06.12.2019,02:00:00,129.6,25.2,264.8,0
2838,SH000492,06.12.2019,02:30:00,136.4,27.2,279.2,0
2839,SH000492,06.12.2019,03:00:00,136,30.4,280,0
2840,SH000492,06.12.2019,03:30:00,125.6,24,256.8,0
2841,SH000492,06.12.2019,04:00:00,136,26.4,278.4,0
2842,SH000492,06.12.2019,04:30:00,128.8,24.8,264,0
2843,SH000492,06.12.2019,05:00:00,137.6,30.8,281.6,0
2844,SH000492,06.12.2019,05:30:00,136,28,278.4,0
2845,SH000492,06.12.2019,06:00:00,135.6,30.8,279.2,0
2846,SH000492,06.12.2019,06:30:00,135.2,28.8,277.6,0
2847,SH000492,06.12.2019,07:00:00,140.4,28.8,286.4,0
2848,SH000492,06.12.2019,07:30:00,125.6,18.8,256,0
2849,SH000492,06.12.2019,08:00:00,133.2,24.8,272,0
2850,SH000492,06.12.2019,08:30:00,131.6,23.2,268.8,0
2851,SH000492,06.12.2019,09:00:00,140,30,287.2,0
2852,SH000492,06.12.2019,09:30:00,136,26.4,277.6,0
2853,SH000492,06.12.2019,10:00:00,143.6,31.2,295.2,0
2854,SH000492,06.12.2019,10:30:00,156.8,41.6,324.8,0
2855,SH000492,06.12.2019,11:00:00,151.2,40.4,313.6,0
2856,SH000492,06.12.2019,11:30:00,148,35.2,304.8,0
2857,SH000492,06.12.2019,12:00:00,155.6,32.4,319.2,0
2858,SH000492,06.12.2019,12:30:00,157.2,26.8,320,0
2859,SH000492,06.12.2019,13:00:00,154.8,26.8,314.4,0
2860,SH000492,06.12.2019,13:30:00,156,24.8,315.2,0
2861,SH000492,06.12.2019,14:00:00,157.2,24.8,317.6,0
2862,SH000492,06.12.2019,14:30:00,160,25.2,324,0
2863,SH000492,06.12.2019,15:00:00,154.4,26.4,313.6,0
2864,SH000492,06.12.2019,15:30:00,157.2,25.2,318.4,0
2865,SH000492,06.12.2019,16:00:00,157.6,25.6,320,0
2866,SH000492,06.12.2019,16:30:00,154.4,24.8,312,0
2867,SH000492,06.12.2019,17:00:00,157.6,25.2,319.2,0
2868,SH000492,06.12.2019,17:30:00,150.8,23.2,305.6,0
2869,SH000492,06.12.2019,18:00:00,152.8,26.4,311.2,0
2870,SH000492,06.12.2019,18:30:00,146.8,26.4,299.2,0
2871,SH000492,06.12.2019,19:00:00,147.2,29.2,301.6,0
2872,SH000492,06.12.2019,19:30:00,153.6,25.6,312,0
2873,SH000492,06.12.2019,20:00:00,143.2,23.2,290.4,0
2874,SH000492,06.12.2019,20:30:00,148.8,30.4,304.8,0
2875,SH000492,06.12.2019,21:00:00,148.4,38,306.4,0
2876,SH000492,06.12.2019,21:30:00,146.8,41.6,304.8,0
2877,SH000492,06.12.2019,22:00:00,136.4,28.8,279.2,0
2878,SH000492,06.12.2019,22:30:00,142,31.6,292,0
2879,SH000492,06.12.2019,23:00:00,138.8,28,284,0
2880,SH000492,06.12.2019,23:30:00,139.6,27.2,285.6,0
2881,SH000492,07.12.2019,00:00:00,134,26.8,273.6,0
2882,SH000492,07.12.2019,00:30:00,141.2,37.6,292.8,0
2883,SH000492,07.12.2019,01:00:00,134.4,28.4,276,0
2884,SH000492,07.12.2019,01:30:00,139.2,32.8,286.4,0
2885,SH000492,07.12.2019,02:00:00,135.6,30.4,279.2,0
2886,SH000492,07.12.2019,02:30:00,130.4,26.4,268,0
2887,SH000492,07.12.2019,03:00:00,136.8,31.2,281.6,0
2888,SH000492,07.12.2019,03:30:00,135.6,30.8,279.2,0
2889,SH000492,07.12.2019,04:00:00,135.6,29.6,278.4,0
2890,SH000492,07.12.2019,04:30:00,126.8,13.6,255.2,0
2891,SH000492,07.12.2019,05:00:00,136.8,31.6,281.6,0
2892,SH000492,07.12.2019,05:30:00,130.4,24.4,266.4,0
2893,SH000492,07.12.2019,06:00:00,133.2,27.6,272.8,0
2894,SH000492,07.12.2019,06:30:00,134,28.4,275.2,0
2895,SH000492,07.12.2019,07:00:00,137.6,30.8,282.4,0
2896,SH000492,07.12.2019,07:30:00,127.6,22.8,260.8,0
2897,SH000492,07.12.2019,08:00:00,138.8,28.4,284,0
2898,SH000492,07.12.2019,08:30:00,133.2,27.6,272.8,0
2899,SH000492,07.12.2019,09:00:00,144.8,37.2,299.2,0
2900,SH000492,07.12.2019,09:30:00,140.4,30.4,287.2,0
2901,SH000492,07.12.2019,10:00:00,138.8,27.6,284,0
2902,SH000492,07.12.2019,10:30:00,148.8,34,306.4,0
2903,SH000492,07.12.2019,11:00:00,142.4,36,294.4,0
2904,SH000492,07.12.2019,11:30:00,135.2,24.8,275.2,0
2905,SH000492,07.12.2019,12:00:00,152,28,310.4,0
2906,SH000492,07.12.2019,12:30:00,148.4,24.4,301.6,0
2907,SH000492,07.12.2019,13:00:00,153.6,28.4,312,0
2908,SH000492,07.12.2019,13:30:00,154,27.2,312.8,0
2909,SH000492,07.12.2019,14:00:00,147.6,25.2,300,0
2910,SH000492,07.12.2019,14:30:00,146.4,23.2,297.6,0
2911,SH000492,07.12.2019,15:00:00,145.2,25.6,296,0
2912,SH000492,07.12.2019,15:30:00,154.8,26.8,314.4,0
2913,SH000492,07.12.2019,16:00:00,151.6,25.6,308,0
2914,SH000492,07.12.2019,16:30:00,150,26,304,0
2915,SH000492,07.12.2019,17:00:00,145.6,26.4,296,0
2916,SH000492,07.12.2019,17:30:00,132.4,22.4,268,0
2917,SH000492,07.12.2019,18:00:00,135.2,23.2,274.4,0
2918,SH000492,07.12.2019,18:30:00,140,23.2,283.2,0
2919,SH000492,07.12.2019,19:00:00,138.4,24.4,280.8,0
2920,SH000492,07.12.2019,19:30:00,136.8,30.8,281.6,0
2921,SH000492,07.12.2019,20:00:00,134.4,39.2,280,0
2922,SH000492,07.12.2019,20:30:00,134.8,40.4,281.6,0
2923,SH000492,07.12.2019,21:00:00,129.6,24.8,264.8,0
2924,SH000492,07.12.2019,21:30:00,137.6,31.2,283.2,0
2925,SH000492,07.12.2019,22:00:00,133.6,29.2,274.4,0
2926,SH000492,07.12.2019,22:30:00,133.6,29.6,275.2,0
2927,SH000492,07.12.2019,23:00:00,134.4,27.2,276,0
2928,SH000492,07.12.2019,23:30:00,136.8,30.8,282.4,0
2929,SH000492,08.12.2019,00:00:00,140,32,288,0
2930,SH000492,08.12.2019,00:30:00,133.6,27.6,273.6,0
2931,SH000492,08.12.2019,01:00:00,135.6,32.4,280,0
2932,SH000492,08.12.2019,01:30:00,122,14,246.4,0
2933,SH000492,08.12.2019,02:00:00,126.8,15.2,255.2,0
2934,SH000492,08.12.2019,02:30:00,128,15.6,258.4,0
2935,SH000492,08.12.2019,03:00:00,128,16,258.4,0
2936,SH000492,08.12.2019,03:30:00,128,16,258.4,0
2937,SH000492,08.12.2019,04:00:00,128.4,16.8,259.2,0
2938,SH000492,08.12.2019,04:30:00,124.4,16,251.2,0
2939,SH000492,08.12.2019,05:00:00,126.4,15.2,255.2,0
2940,SH000492,08.12.2019,05:30:00,125.2,14.8,252.8,0
2941,SH000492,08.12.2019,06:00:00,124,14.4,249.6,0
2942,SH000492,08.12.2019,06:30:00,126,14.4,253.6,0
2943,SH000492,08.12.2019,07:00:00,126,14,253.6,0
2944,SH000492,08.12.2019,07:30:00,122.4,13.6,246.4,0
2945,SH000492,08.12.2019,08:00:00,123.2,12.8,248,0
2946,SH000492,08.12.2019,08:30:00,128,12.8,257.6,0
2947,SH000492,08.12.2019,09:00:00,132,21.2,268,0
2948,SH000492,08.12.2019,09:30:00,140.4,31.6,288,0
2949,SH000492,08.12.2019,10:00:00,134,24.8,273.6,0
2950,SH000492,08.12.2019,10:30:00,147.6,32,301.6,0
2951,SH000492,08.12.2019,11:00:00,143.6,30,294.4,0
2952,SH000492,08.12.2019,11:30:00,149.2,32.8,304.8,0
2953,SH000492,08.12.2019,12:00:00,153.6,28,312.8,0
2954,SH000492,08.12.2019,12:30:00,146.4,28,299.2,0
2955,SH000492,08.12.2019,13:00:00,160,36,328.8,0
2956,SH000492,08.12.2019,13:30:00,144,28.8,294.4,0
2957,SH000492,08.12.2019,14:00:00,160.8,35.2,330.4,0
2958,SH000492,08.12.2019,14:30:00,148.4,26,302.4,0
2959,SH000492,08.12.2019,15:00:00,159.6,32.4,326.4,0
2960,SH000492,08.12.2019,15:30:00,167.6,30.4,340.8,0
2961,SH000492,08.12.2019,16:00:00,158,22.4,319.2,0
2962,SH000492,08.12.2019,16:30:00,146,23.6,296,0
2963,SH000492,08.12.2019,17:00:00,156.4,30.4,319.2,0
2964,SH000492,08.12.2019,17:30:00,152,21.2,307.2,0
2965,SH000492,08.12.2019,18:00:00,144.4,18.8,292,0
2966,SH000492,08.12.2019,18:30:00,147.2,36.4,303.2,0
2967,SH000492,08.12.2019,19:00:00,144.4,38,298.4,0
2968,SH000492,08.12.2019,19:30:00,142,37.6,294.4,0
2969,SH000492,08.12.2019,20:00:00,141.6,37.2,292.8,0
2970,SH000492,08.12.2019,20:30:00,144.8,37.6,300,0
2971,SH000492,08.12.2019,21:00:00,136,32.8,280,0
2972,SH000492,08.12.2019,21:30:00,147.2,39.6,305.6,0
2973,SH000492,08.12.2019,22:00:00,140.4,37.2,290.4,0
2974,SH000492,08.12.2019,22:30:00,141.2,37.2,292.8,0
2975,SH000492,08.12.2019,23:00:00,139.2,37.6,288,0
2976,SH000492,08.12.2019,23:30:00,136.4,37.6,282.4,0
2977,SH000492,09.12.2019,00:00:00,136.8,38,284,0
2978,SH000492,09.12.2019,00:30:00,133.6,27.6,273.6,0
2979,SH000492,09.12.2019,01:00:00,137.2,32,283.2,0
2980,SH000492,09.12.2019,01:30:00,139.2,31.6,286.4,0
2981,SH000492,09.12.2019,02:00:00,134.4,30.4,276.8,0
2982,SH000492,09.12.2019,02:30:00,139.2,26.8,284,0
2983,SH000492,09.12.2019,03:00:00,134.4,24,272.8,0
2984,SH000492,09.12.2019,03:30:00,138.8,25.6,281.6,0
2985,SH000492,09.12.2019,04:00:00,136,24.4,276.8,0
2986,SH000492,09.12.2019,04:30:00,129.2,21.2,261.6,0
2987,SH000492,09.12.2019,05:00:00,137.6,26.4,280.8,0
2988,SH000492,09.12.2019,05:30:00,138.4,32,284,0
2989,SH000492,09.12.2019,06:00:00,130,27.6,266.4,0
2990,SH000492,09.12.2019,06:30:00,141.6,40,295.2,0
2991,SH000492,09.12.2019,07:00:00,134.4,32.8,276.8,0
2992,SH000492,09.12.2019,07:30:00,137.6,31.2,283.2,0
2993,SH000492,09.12.2019,08:00:00,139.6,37.2,288.8,0
2994,SH000492,09.12.2019,08:30:00,138.8,36.4,287.2,0
2995,SH000492,09.12.2019,09:00:00,137.2,36.4,284,0
2996,SH000492,09.12.2019,09:30:00,144.8,38,299.2,0
2997,SH000492,09.12.2019,10:00:00,141.6,30,291.2,0
2998,SH000492,09.12.2019,10:30:00,148.4,26.4,301.6,0
2999,SH000492,09.12.2019,11:00:00,141.2,23.2,287.2,0
3000,SH000492,09.12.2019,11:30:00,164.4,28.8,334.4,0
3001,SH000492,09.12.2019,12:00:00,159.2,27.2,323.2,0
3002,SH000492,09.12.2019,12:30:00,150,26.8,305.6,0
3003,SH000492,09.12.2019,13:00:00,154.8,26,314.4,0
3004,SH000492,09.12.2019,13:30:00,152.8,26,309.6,0
3005,SH000492,09.12.2019,14:00:00,157.6,24,318.4,0
3006,SH000492,09.12.2019,14:30:00,165.6,25.6,336,0
3007,SH000492,09.12.2019,15:00:00,150.4,21.2,304,0
3008,SH000492,09.12.2019,15:30:00,162.4,24.4,328,0
3009,SH000492,09.12.2019,16:00:00,161.6,24.4,326.4,0
3010,SH000492,09.12.2019,16:30:00,152.8,25.2,309.6,0
3011,SH000492,09.12.2019,17:00:00,156,26.8,316.8,0
3012,SH000492,09.12.2019,17:30:00,146.4,22.8,296,0
3013,SH000492,09.12.2019,18:00:00,149.6,23.2,303.2,0
3014,SH000492,09.12.2019,18:30:00,152,24.4,308.8,0
